gender_F,age_F,checking_status_F,credit_history_F,purpose_F,savings_status_F,employment_F,other_parties_F,residence_since_F,property_magnitude_F,other_payment_plans_F,housing_F,existing_credits_F,job_F,num_dependents_F,own_telephone_F,foreign_worker_F,duration_F,credit_amount_F,installment_commitment_F,class_F,gender_CF,age_CF,checking_status_CF,credit_history_CF,purpose_CF,savings_status_CF,employment_CF,other_parties_CF,residence_since_CF,property_magnitude_CF,other_payment_plans_CF,housing_CF,existing_credits_CF,job_CF,num_dependents_CF,own_telephone_CF,foreign_worker_CF,duration_CF,credit_amount_CF,installment_commitment_CF,class_CF,class_TTD,class_PSDL,duration_PSDT,credit_amount_PSDT,installment_commitment_PSDT,class_PSDT,risk_score,risk_score_treat_female,risk_score_treat_male
0.0,53.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,12.0,795.0,4.0,0.0,1.0,53.0,1.0,3.0,4.0,2.0,2.0,2.0,3.999388,1.0,1.0,0.0,0.9999944,3.0,1.000035,0.0,1.0,13.193569,827.6926,4.000458,0.0,0.0,0.0,11.429987,765.13477,4.0003414,0.0,1.0,1.0,1.0
1.0,43.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,0.0,2.0,1.0,1.0,27.0,2442.0,4.0,1.0,0.0,43.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0006323,3.0,2.0,1.0,3.9761152,0.0,1.0017718,1.0,1.0,26.495066,2381.166,4.0005465,1.0,1.0,1.0,26.098894,2244.184,4.0003886,1.0,0.0,0.0,0.0
1.0,31.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,24.0,1935.0,4.0,0.0,0.0,31.0,0.0,2.0,3.0,2.0,3.0,2.0,4.0008206,2.0,1.0,1.0,1.9997041,3.0,0.9999982,1.0,1.0,23.746813,1681.0468,3.9996014,0.0,0.0,0.0,23.899338,1603.5369,3.9997568,0.0,0.794,0.7516129,0.85
1.0,24.0,1.0,3.0,5.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,24.0,3021.0,2.0,1.0,0.0,24.0,1.0,3.0,5.0,2.0,0.0,2.0,2.0005522,2.0,1.0,2.0,0.99987984,2.0,1.0000069,0.0,1.0,23.534788,2986.8801,1.9954474,1.0,1.0,1.0,23.738642,2868.5833,2.0005882,1.0,0.08200002,0.045161307,0.09799999
1.0,49.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,12.0,2096.0,2.0,1.0,0.0,49.0,3.0,1.0,4.0,2.0,1.0,2.0,3.9927049,2.0,1.0,1.0,0.9999716,2.0,1.0014699,0.0,1.0,13.607718,1459.4686,2.00724,1.0,1.0,1.0,12.036083,1743.4545,1.9984782,1.0,0.0019999743,0.0,0.0019999743
1.0,36.0,0.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,24.0,2760.0,4.0,1.0,0.0,36.0,0.0,3.0,1.0,4.0,3.0,2.0,4.0014753,1.0,0.0,0.0,0.9998897,3.0,0.9999842,1.0,1.0,23.066132,2175.727,3.999069,1.0,1.0,1.0,23.969145,2739.192,3.9987302,1.0,0.0019999743,0.0,0.0019999743
1.0,36.0,0.0,2.0,3.0,0.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,24.0,6967.0,4.0,1.0,0.0,36.0,0.0,2.0,3.0,0.0,1.0,2.0,4.0007625,3.0,1.0,2.0,0.999914,0.0,0.9999899,1.0,1.0,23.67163,5055.703,4.0000973,1.0,1.0,1.0,23.385782,5047.212,4.0007467,1.0,0.01999998,0.0064516068,0.029999971
1.0,23.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,24.0,1246.0,4.0,0.0,0.0,23.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0013015,2.0,2.0,1.0,0.9997698,2.0,1.0000051,0.0,1.0,22.484205,977.5547,3.9984777,0.0,0.0,0.0,22.323656,987.66455,3.9984016,0.0,1.0,1.0,1.0
0.0,49.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,428.0,2.0,1.0,1.0,49.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0009737,0.0,0.0,1.0,1.0000263,3.0,1.000031,1.0,1.0,6.1887045,462.05518,2.008584,1.0,1.0,1.0,6.2691298,459.55396,2.0063584,1.0,0.598,0.53548384,0.66400003
1.0,32.0,3.0,3.0,7.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,9.0,2697.0,1.0,1.0,0.0,32.0,3.0,3.0,7.0,2.0,0.0,2.0,2.000145,2.0,1.0,1.0,0.9999285,3.0,1.0019295,0.0,1.0,10.572644,1942.1315,1.0004269,1.0,1.0,1.0,8.241367,2690.945,0.9983969,1.0,0.0019999743,0.0032258034,0.0019999743
1.0,25.0,3.0,3.0,7.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,12.0,1262.0,3.0,1.0,0.0,25.0,3.0,3.0,7.0,2.0,1.0,2.0,2.0005393,3.0,1.0,2.0,0.9998696,3.0,1.0000075,0.0,1.0,11.167317,1210.3325,2.1428282,1.0,1.0,1.0,11.698455,1194.3567,2.3042412,1.0,0.018000007,0.00967741,0.023999989
1.0,24.0,1.0,3.0,7.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,12.0,2214.0,4.0,1.0,0.0,24.0,1.0,3.0,7.0,2.0,0.0,2.0,3.995563,0.0,1.0,1.0,0.9998121,2.0,1.0000023,0.0,1.0,11.480881,2407.2405,3.9995475,1.0,1.0,1.0,10.76389,2413.1948,3.9996903,1.0,0.18800002,0.14193547,0.22600001
1.0,38.0,1.0,3.0,5.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,12.0,708.0,2.0,1.0,0.0,38.0,1.0,3.0,5.0,2.0,0.0,1.0,3.9915679,0.0,1.0,1.0,0.999944,2.0,1.002067,0.0,1.0,13.3691435,759.1272,2.0062888,1.0,1.0,1.0,10.330559,673.44653,1.0105367,1.0,0.00999999,0.0032258034,0.00999999
1.0,40.0,0.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,18.0,3590.0,3.0,1.0,0.0,40.0,0.0,1.0,3.0,2.0,4.0,2.0,3.9925976,3.0,1.0,1.0,2.983899,1.0,1.0016024,1.0,1.0,19.061823,4121.3687,3.944509,1.0,1.0,1.0,13.722502,1969.8702,3.946187,1.0,0.102,0.06774193,0.11799997
1.0,46.0,3.0,1.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,15.0,1829.0,4.0,1.0,0.0,46.0,3.0,1.0,7.0,2.0,3.0,2.0,4.0008616,3.0,1.0,1.0,1.9997437,3.0,0.99997324,1.0,1.0,13.60181,1529.6938,3.9991035,1.0,1.0,1.0,12.902819,1497.7532,3.9994893,1.0,0.0019999743,0.0,0.0019999743
1.0,42.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,48.0,7763.0,4.0,0.0,0.0,42.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0009084,1.0,0.0,0.0,0.99998826,0.0,0.99998146,0.0,1.0,44.894417,7174.461,4.0008874,0.0,0.0,0.0,49.246582,7531.84,4.0004888,0.0,0.786,0.7419355,0.854
0.0,28.0,3.0,1.0,5.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,18.0,1817.0,4.0,1.0,1.0,28.0,3.0,1.0,6.0,2.0,0.0,2.0,1.9996719,1.0,1.0,1.0,2.0003717,3.0,1.0000023,0.0,1.0,19.404774,2001.7262,4.000229,1.0,1.0,1.0,20.126013,2210.061,3.9999084,1.0,0.0,0.0,0.0
0.0,25.0,3.0,3.0,5.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,24.0,3972.0,2.0,1.0,1.0,25.0,3.0,2.0,5.0,2.0,0.0,2.0,3.9968739,1.0,1.0,1.0,1.0002601,3.0,0.99996495,1.0,1.0,35.364887,5129.3877,2.0073884,1.0,1.0,1.0,24.322834,3702.735,2.0082488,1.0,0.004000008,0.0,0.004000008
1.0,31.0,0.0,4.0,9.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,12.0,1410.0,2.0,1.0,0.0,31.0,0.0,4.0,9.0,2.0,0.0,2.0,2.0001287,2.0,1.0,1.0,0.99993,2.0,0.9999957,1.0,1.0,10.826005,1252.0859,1.0057979,1.0,1.0,1.0,10.612678,1227.4668,1.9972953,1.0,0.26599997,0.19999999,0.31
0.0,25.0,0.0,1.0,5.0,2.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,24.0,4736.0,2.0,0.0,1.0,25.0,1.0,1.0,5.0,2.0,1.0,2.0,3.9978404,3.0,0.0,1.0,1.0001543,2.0,0.99999374,1.0,1.0,25.673603,5284.2705,2.0051186,0.0,0.0,0.0,24.19484,4774.9624,2.0026832,0.0,1.0,1.0,1.0
0.0,23.0,1.0,2.0,4.0,4.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,18.0,8471.0,1.0,1.0,1.0,23.0,1.0,1.0,3.0,4.0,0.0,2.0,1.9994152,3.0,1.0,2.0,2.0006022,3.0,0.9999933,1.0,1.0,19.74202,8906.231,1.00047,1.0,1.0,1.0,21.044266,9498.693,1.0013489,1.0,0.013999999,0.0032258034,0.018000007
0.0,28.0,0.0,4.0,3.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,30.0,4221.0,2.0,1.0,1.0,28.0,0.0,4.0,3.0,3.0,0.0,2.0,0.99992406,3.0,1.0,1.0,2.0004458,3.0,1.0000025,0.0,1.0,35.6727,5404.2812,1.9996774,0.0,0.0,1.0,35.72805,5248.798,2.0030305,0.0,0.33999997,0.32903224,0.39200002
0.0,56.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,1538.0,1.0,1.0,1.0,56.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0013108,1.0,1.0,1.0,0.99995047,3.0,1.0000565,1.0,1.0,6.1238823,2130.8687,1.0017526,1.0,1.0,1.0,6.028426,2013.4106,1.0008441,1.0,0.0,0.0,0.0
1.0,49.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,10.0,1038.0,4.0,1.0,0.0,49.0,1.0,1.0,1.0,2.0,1.0,0.0,3.9923964,0.0,1.0,1.0,1.9998033,3.0,0.9999777,1.0,1.0,10.058768,822.53613,3.9994016,1.0,1.0,1.0,10.189336,811.697,3.9987946,1.0,0.065999985,0.02903223,0.086000025
1.0,34.0,1.0,3.0,7.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,42.0,3965.0,4.0,0.0,0.0,34.0,1.0,3.0,7.0,2.0,2.0,2.0,3.991898,3.0,1.0,1.0,0.99993384,3.0,0.9999936,0.0,1.0,41.10841,4079.6763,3.9994578,0.0,0.0,0.0,38.201477,3863.4856,3.999513,0.0,1.0,1.0,1.0
1.0,28.0,1.0,1.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,36.0,5371.0,3.0,1.0,0.0,28.0,1.0,1.0,5.0,2.0,0.0,1.0,2.0001595,0.0,1.0,1.0,1.9995227,3.0,1.0000023,0.0,1.0,25.645544,3660.5442,3.9977193,1.0,1.0,1.0,30.232807,4485.895,3.9965143,1.0,0.074,0.041935503,0.09399998
0.0,46.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,15.0,3594.0,1.0,1.0,1.0,46.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0004063,0.0,1.0,1.0,2.0002146,2.0,1.0000147,0.0,0.0,16.112324,4080.312,1.0004952,1.0,1.0,1.0,15.737478,4107.8213,1.0000892,1.0,0.0019999743,0.0032258034,0.0019999743
1.0,27.0,0.0,1.0,2.0,0.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,45.0,4576.0,3.0,1.0,0.0,27.0,0.0,1.0,2.0,0.0,4.0,2.0,4.001909,3.0,1.0,1.0,0.99986327,3.0,1.0000015,0.0,1.0,41.49183,4334.527,2.235866,1.0,1.0,1.0,38.455593,4062.5537,2.2262716,1.0,0.0,0.0,0.0
0.0,26.0,3.0,1.0,7.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,30.0,4530.0,4.0,1.0,1.0,26.0,3.0,1.0,7.0,2.0,1.0,2.0,3.9972768,3.0,1.0,1.0,1.0002308,0.0,1.0000004,1.0,0.0,36.85678,5986.973,4.0013285,1.0,1.0,1.0,36.721176,6575.6104,4.001564,1.0,0.0,0.0,0.0
1.0,37.0,3.0,3.0,7.0,4.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,12.0,2279.0,4.0,1.0,0.0,37.0,3.0,3.0,6.0,4.0,0.0,2.0,4.001582,1.0,1.0,0.0,0.9998827,3.0,0.9999823,1.0,1.0,10.083616,1674.9285,3.9989688,1.0,1.0,1.0,11.24631,1770.2708,3.9991221,1.0,0.09399998,0.06774193,0.106000006
1.0,39.0,3.0,3.0,7.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,18.0,1473.0,3.0,1.0,0.0,39.0,3.0,3.0,7.0,2.0,2.0,2.0,4.000656,2.0,1.0,1.0,0.99996233,3.0,0.99998987,0.0,1.0,16.127193,1334.4962,2.170601,1.0,1.0,1.0,19.111216,1547.6909,2.331843,1.0,0.008000016,0.00967741,0.013999999
0.0,23.0,0.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,12.0,841.0,2.0,1.0,1.0,23.0,0.0,3.0,3.0,0.0,1.0,2.0,3.99786,2.0,1.0,2.0,1.000195,2.0,0.9999924,1.0,1.0,13.796009,858.3342,2.0102425,1.0,1.0,1.0,11.727061,765.7478,2.005822,1.0,0.65400004,0.6516129,0.71000004
1.0,40.0,0.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,4297.0,4.0,0.0,0.0,40.0,0.0,3.0,5.0,2.0,2.0,2.0,3.992024,0.0,1.0,1.0,0.9999554,1.0,0.9999855,1.0,1.0,16.40158,3484.6267,4.0004663,0.0,0.0,0.0,13.910478,2832.7588,4.001089,0.0,0.502,0.4612903,0.574
0.0,25.0,1.0,3.0,7.0,2.0,0.0,2.0,4.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,18.0,1882.0,4.0,0.0,1.0,25.0,1.0,3.0,7.0,2.0,0.0,2.0,3.9986794,3.0,0.0,2.0,2.0004528,3.0,1.0000001,0.0,1.0,19.711079,1961.9652,4.00079,0.0,0.0,0.0,17.631443,1838.0012,4.0007286,0.0,1.0,1.0,1.0
1.0,28.0,1.0,3.0,5.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,18.0,2659.0,4.0,1.0,0.0,28.0,1.0,3.0,5.0,3.0,0.0,2.0,2.000548,3.0,1.0,1.0,0.9998807,3.0,0.9999999,0.0,1.0,15.370403,2257.6953,3.9990835,1.0,1.0,1.0,14.690342,2176.8997,3.9989257,1.0,0.01999998,0.0064516068,0.032000005
1.0,37.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,6.0,3676.0,1.0,1.0,0.0,37.0,1.0,1.0,1.0,2.0,0.0,2.0,3.9914176,2.0,1.0,2.0,2.9958906,3.0,1.0020932,0.0,1.0,8.224574,2796.0518,1.0006691,1.0,1.0,1.0,5.884901,3159.4546,1.0012686,1.0,0.07999998,0.04838711,0.100000024
1.0,24.0,0.0,3.0,5.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,2030.0,2.0,1.0,0.0,24.0,0.0,3.0,5.0,4.0,1.0,2.0,1.0000598,3.0,1.0,1.0,0.9999392,3.0,1.0000105,1.0,1.0,8.895805,1876.0116,1.9973017,1.0,1.0,1.0,8.586916,1612.4357,1.9956318,1.0,0.0019999743,0.0032258034,0.0019999743
0.0,32.0,0.0,4.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,48.0,18424.0,1.0,0.0,1.0,32.0,0.0,4.0,7.0,2.0,0.0,2.0,1.9997468,0.0,0.0,1.0,1.0001307,0.0,1.0000162,1.0,0.0,53.35557,18424.0,1.0018561,0.0,0.0,0.0,59.290585,18424.0,1.0020485,0.0,0.029999971,0.016129017,0.041999996
0.0,22.0,0.0,3.0,7.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,12.0,1567.0,1.0,1.0,1.0,22.0,0.0,3.0,7.0,2.0,0.0,2.0,0.99984396,3.0,1.0,1.0,1.0000864,3.0,0.99999803,1.0,1.0,12.638479,1649.1842,1.0009221,1.0,1.0,1.0,11.169829,1622.1045,0.9999989,1.0,0.204,0.16129035,0.24400002
1.0,34.0,3.0,1.0,7.0,4.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,6.0,1898.0,1.0,1.0,0.0,34.0,3.0,1.0,7.0,4.0,0.0,2.0,2.0000272,2.0,1.0,1.0,1.9996723,2.0,1.0019811,0.0,1.0,8.037646,1256.5305,1.0015924,1.0,1.0,1.0,6.326297,1808.401,1.0008819,1.0,0.0019999743,0.0,0.0019999743
1.0,23.0,2.0,3.0,7.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,36.0,3913.0,2.0,1.0,0.0,23.0,2.0,3.0,7.0,2.0,0.0,2.0,2.0009308,2.0,1.0,1.0,0.99983037,3.0,1.0000098,1.0,1.0,24.61063,2847.1807,1.9969637,1.0,1.0,1.0,26.03217,2993.3604,1.9983134,1.0,0.004000008,0.0032258034,0.004000008
1.0,39.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,48.0,10297.0,4.0,0.0,0.0,39.0,0.0,3.0,2.0,2.0,1.0,2.0,4.0011387,1.0,2.0,0.0,2.9723306,3.0,1.0016267,1.0,1.0,40.55851,10238.364,4.001384,0.0,0.0,0.0,42.42261,8358.441,4.0028496,0.0,1.0,1.0,1.0
1.0,33.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,12.0,2579.0,4.0,0.0,0.0,33.0,1.0,3.0,1.0,2.0,2.0,2.0,0.9998641,2.0,1.0,2.0,0.999925,2.0,1.0022327,0.0,1.0,12.930099,1504.8618,3.999948,0.0,0.0,0.0,12.419169,2161.4692,4.0010047,0.0,0.9,0.8387097,0.94200003
1.0,38.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,24.0,947.0,4.0,0.0,0.0,38.0,1.0,3.0,1.0,2.0,1.0,2.0,3.9925108,1.0,0.0,0.0,0.99993044,3.0,1.0017895,0.0,1.0,23.05904,1076.3923,3.9994712,0.0,0.0,0.0,23.585331,743.4697,4.0004478,0.0,0.32999998,0.27096772,0.36799997
0.0,34.0,3.0,2.0,7.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,36.0,4454.0,4.0,1.0,1.0,34.0,3.0,2.0,7.0,2.0,0.0,2.0,3.9988317,2.0,1.0,1.0,2.000403,3.0,1.0000085,0.0,1.0,37.04022,4329.583,4.0005846,1.0,1.0,1.0,36.033813,4221.081,4.000307,1.0,0.0059999824,0.00967741,0.00999999
1.0,22.0,0.0,3.0,7.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,24.0,2039.0,1.0,0.0,0.0,22.0,0.0,3.0,7.0,2.0,2.0,2.0,1.0002018,0.0,1.0,2.0,0.99984515,3.0,1.0000119,1.0,1.0,23.419,2028.9065,0.9977988,0.0,0.0,0.0,23.11126,1885.0468,0.9997598,0.0,1.0,1.0,1.0
1.0,29.0,1.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,12.0,3590.0,2.0,1.0,0.0,28.999998,1.0,3.0,5.0,2.0,0.0,0.0,1.9999228,0.0,1.0,1.0,0.9999212,2.0,1.0023526,0.0,1.0,12.177017,2834.2976,2.005157,1.0,1.0,1.0,10.11289,3352.3625,1.0088906,1.0,0.015999973,0.0064516068,0.022000015
1.0,32.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,27.0,4526.0,4.0,1.0,0.0,32.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0001545,2.0,1.0,1.0,1.9996976,2.0,1.0022053,1.0,1.0,25.172787,4769.537,3.9995098,1.0,1.0,1.0,27.84333,4883.8877,4.000456,1.0,0.0,0.0,0.0
0.0,45.0,2.0,3.0,5.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,18.0,3049.0,1.0,1.0,1.0,45.0,2.0,3.0,5.0,2.0,2.0,2.0,1.000944,0.0,2.0,1.0,1.0000538,2.0,1.0000277,0.0,1.0,20.99632,3601.0159,1.0030789,1.0,1.0,1.0,22.033674,3929.9956,1.0023813,1.0,0.013999999,0.0129032135,0.018000007
0.0,24.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,60.0,7408.0,4.0,0.0,1.0,24.0,0.0,3.0,1.0,0.0,2.0,2.0,1.9993753,0.0,1.0,1.0,1.0001577,0.0,1.0000077,0.0,1.0,61.023277,7914.4473,4.0000257,1.0,0.0,0.0,61.308044,8090.5166,3.9999866,0.0,0.018000007,0.0032258034,0.026000023
0.0,20.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,12.0,4675.0,1.0,1.0,1.0,20.0,3.0,3.0,2.0,4.0,2.0,2.0,3.9975438,3.0,1.0,2.0,1.00021,3.0,0.99998105,0.0,1.0,12.87355,4968.783,1.0016894,1.0,1.0,1.0,11.568354,4680.876,1.0013981,1.0,0.21200001,0.19354838,0.25199997
1.0,46.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,6.0,1343.0,1.0,1.0,0.0,46.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0003295,2.0,1.0,1.0,1.9998671,3.0,1.0023698,0.0,0.0,8.160442,1128.8477,1.0001563,1.0,1.0,1.0,5.9268827,1229.4912,0.9980465,1.0,0.748,0.683871,0.816
0.0,28.0,1.0,3.0,1.0,2.0,0.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,15.0,1403.0,2.0,1.0,1.0,28.0,1.0,3.0,1.0,2.0,0.0,2.0,3.9974675,3.0,1.0,1.0,1.0002251,3.0,0.9999782,0.0,1.0,17.840584,1976.4133,2.011139,1.0,1.0,1.0,16.626806,2063.5005,2.0058222,1.0,0.075999975,0.041935503,0.09399998
0.0,65.0,3.0,1.0,7.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,18.0,1098.0,4.0,1.0,1.0,65.0,3.0,1.0,7.0,2.0,4.0,2.0,3.9997883,3.0,1.0,0.0,2.0002913,1.0,1.0000279,0.0,1.0,19.413368,1176.7717,3.9998162,1.0,1.0,1.0,17.775618,992.91675,4.0000677,1.0,0.0,0.0,0.0
1.0,27.0,3.0,3.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,10.0,1309.0,4.0,0.0,0.0,27.0,3.0,4.0,1.0,4.0,0.0,1.0,4.0024343,0.0,1.0,2.0,0.9997626,2.0,0.9999969,0.0,1.0,9.352165,1117.033,3.9991038,0.0,0.0,0.0,10.759874,1189.4014,3.9993386,0.0,1.0,1.0,1.0
0.0,23.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,12.0,836.0,4.0,0.0,1.0,23.0,0.0,2.0,1.0,0.0,2.0,2.0,1.9996166,0.0,0.0,1.0,1.0000956,2.0,1.0000004,0.0,1.0,12.932269,927.5383,4.0004907,0.0,0.0,1.0,12.527273,850.8506,4.0004177,0.0,0.616,0.5870968,0.68799996
1.0,27.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,36.0,2820.0,4.0,0.0,0.0,27.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0021906,3.0,1.0,1.0,1.9993424,3.0,0.9999993,0.0,1.0,24.626232,1303.2993,3.999796,0.0,0.0,0.0,25.438694,1347.7852,3.9998527,0.0,0.974,0.9806452,0.976
1.0,51.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,9.0,2507.0,2.0,1.0,0.0,51.0,3.0,3.0,1.0,1.0,3.0,2.0,4.000602,1.0,1.0,0.0,0.99998283,2.0,0.99997294,0.0,1.0,8.523472,1779.908,1.9960911,1.0,1.0,1.0,8.694281,1708.0747,1.9982998,1.0,0.0,0.0,0.0
1.0,31.0,3.0,3.0,7.0,0.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,24.0,3621.0,2.0,0.0,0.0,31.0,3.0,3.0,7.0,0.0,3.0,2.0,4.001227,3.0,0.0,2.0,1.9995677,3.0,0.99999565,0.0,1.0,23.635088,3719.4111,1.0051966,0.0,0.0,0.0,24.16494,3656.84,1.9963229,0.0,1.0,1.0,1.0
1.0,47.0,0.0,2.0,1.0,2.0,0.0,2.0,4.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,21.0,2353.0,1.0,1.0,0.0,47.0,0.0,2.0,1.0,2.0,0.0,2.0,4.0003176,0.0,1.0,1.0,1.9998604,3.0,0.99998605,0.0,1.0,19.534407,1886.2676,0.9982996,1.0,1.0,1.0,21.57606,2374.799,0.9989723,1.0,0.222,0.19354838,0.272
1.0,25.0,3.0,3.0,5.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,10.0,2210.0,2.0,0.0,0.0,25.0,3.0,3.0,5.0,2.0,0.0,2.0,2.000599,2.0,0.0,2.0,0.9998762,2.0,1.0000051,0.0,1.0,9.662203,2119.3335,1.99535,0.0,0.0,0.0,9.560595,2002.4727,1.995801,0.0,1.0,1.0,1.0
